committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M2,202202209491844824,21B,500790238,1571090,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-01-24 00:00:00,0.06,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-04 04:17:08.402,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4022020221409176124,CAMBRIDGE,022382110,OTHER,,2022,SB,4030320221459494607,https://docquery.fec.gov/cgi-bin/fecimg/?202202209491844824,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M3,202203209494080665,21B,500792501,1575815,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-02-22 00:00:00,0.06,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-26 03:51:46.696,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4032020221463746127,CAMBRIDGE,022382110,OTHER,,2022,SB,4032520221464305737,https://docquery.fec.gov/cgi-bin/fecimg/?202203209494080665,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M4,202204209500140906,21B,500797624,1589325,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-03-21 00:00:00,0.06,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-17 13:56:27.452,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4042020221470986608,CAMBRIDGE,022382110,OTHER,,2022,SB,4051620221486611971,https://docquery.fec.gov/cgi-bin/fecimg/?202204209500140906,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M9,202210199537602909,21B,500823611,1644603,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEE,,,2022-08-22 00:00:00,0.06,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125387,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201283,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537602909,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M6,202210199537598509,21B,500806763,1644565,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-05-23 00:00:00,0.06,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125358,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201766,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537598509,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M5,202210199537596950,21B,500802950,1644551,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-04-25 00:00:00,0.10,,,,,,,,,,,,,,,,,C,CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125349,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201545,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537596950,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M8,202210199537601348,21B,500819179,1644589,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-07-24 00:00:00,0.10,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125377,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201980,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537601348,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M10,202210209537792991,21B,500830036,1645667,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-09-26 00:00:00,0.10,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102020221589932842,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630209422,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537792991,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M6,202210199537598552,30B,500806940,1644565,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING-OPPOSE RON JOHNSON-NOT EXPRESS ADVOCACY,,,2022-05-09 00:00:00,0.11,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125358,PALO ALTO,943041111,OTHER,,2022,SB,4111720221630201891,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537598552,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M3,202203209494080702,30B,500793914,1575815,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING-OPPOSE RON JOHNSON-NOT EXPRESS ADVOCACY,,,2022-02-09 00:00:00,0.16,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-26 03:51:46.702,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4032020221463746127,PALO ALTO,943041111,OTHER,,2022,SB,4032520221464305842,https://docquery.fec.gov/cgi-bin/fecimg/?202203209494080702,Federal Election Activity Paid Entirely With Federal Funds,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M2,202202209491844821,21B,500790231,1571090,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-01-10 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-04 04:17:08.402,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4022020221409176124,CAMBRIDGE,022382110,OTHER,,2022,SB,4030320221459494600,https://docquery.fec.gov/cgi-bin/fecimg/?202202209491844821,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M3,202203209494080663,21B,500792495,1575815,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-02-06 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-26 03:51:46.696,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4032020221463746127,CAMBRIDGE,022382110,OTHER,,2022,SB,4032520221464305731,https://docquery.fec.gov/cgi-bin/fecimg/?202203209494080663,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M4,202204209500140904,21B,500797619,1589325,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-03-07 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-05-17 13:56:27.452,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4042020221470986608,CAMBRIDGE,022382110,OTHER,,2022,SB,4051620221486611967,https://docquery.fec.gov/cgi-bin/fecimg/?202204209500140904,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,M2,202106049448812446,21B,21B-31-01189-05051,1518691,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-01-10 00:00:00,0.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-06-05 04:54:31.866,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4060520211299845008,CAMBRIDGE,02238,OTHER,,2022,SB,4060520211300708120,https://docquery.fec.gov/cgi-bin/fecimg/?202106049448812446,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,M6,202107209451925970,21B,21B-31-01600-10517,1529496,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-05-09 00:00:00,0.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2021-08-13 05:00:38.445,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4072120211321224619,CAMBRIDGE,02238,OTHER,,2022,SB,4081320211326580384,https://docquery.fec.gov/cgi-bin/fecimg/?202107209451925970,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,M9,202109209466964373,21B,21B-31-01915-15982,1539315,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-08-08 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-09-24 03:52:42.442,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4092220211371256033,CAMBRIDGE,02238,OTHER,,2022,SB,4092420211371984185,https://docquery.fec.gov/cgi-bin/fecimg/?202109209466964373,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,M9,202109209466964376,21B,21B-31-02001-17285,1539315,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-08-29 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-09-24 03:52:42.443,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4092220211371256033,CAMBRIDGE,02238,OTHER,,2022,SB,4092420211371984195,https://docquery.fec.gov/cgi-bin/fecimg/?202109209466964376,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,YE,202210119532136647,21B,21B-31-02518-23061,1636416,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-12-05 00:00:00,0.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-10-14 09:20:44,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101220221587942032,CAMBRIDGE,02238,OTHER,,2022,SB,4101320221588121017,https://docquery.fec.gov/cgi-bin/fecimg/?202210119532136647,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,M10,202110209468129642,21B,21B-31-02050-18524,1545897,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-09-05 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-11-04 16:55:45.181,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102120211374312297,CAMBRIDGE,02238,OTHER,,2022,SB,4110420211377169860,https://docquery.fec.gov/cgi-bin/fecimg/?202110209468129642,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M7,202210199537600239,21B,500809426,1644581,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-06-06 00:00:00,0.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125372,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201072,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537600239,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M9,202210199537602906,21B,500821813,1644603,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEE,,,2022-08-08 00:00:00,0.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125387,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201274,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537602906,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M5,202210199537596947,21B,500802941,1644551,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-04-11 00:00:00,0.20,,,,,,,,,,,,,,,,,C,CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125349,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201536,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537596947,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M6,202210199537598505,21B,500806750,1644565,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-05-09 00:00:00,0.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125358,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201754,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537598505,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M8,202210199537601345,21B,500819134,1644589,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-07-11 00:00:00,0.20,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101920221589125377,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630201970,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537601345,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M10,202210209537792989,21B,500826827,1645667,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-09-12 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-11-18 04:06:28,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102020221589932842,CAMBRIDGE,022382110,OTHER,,2022,SB,4111720221630209417,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537792989,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,M11,202111209468827483,21B,21B-31-02233-20119,1549695,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-10-10 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-01 03:50:55.832,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4112120211378956066,CAMBRIDGE,02238,OTHER,,2022,SB,4120120211380249870,https://docquery.fec.gov/cgi-bin/fecimg/?202111209468827483,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,12G,202210279543151875,21B,500837178,1653898,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,MERCHANT FEES,,,2022-10-10 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-12-03 04:06:22,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4102720221592348954,CAMBRIDGE,022382110,OTHER,,2022,SB,4120220221633065034,https://docquery.fec.gov/cgi-bin/fecimg/?202210279543151875,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,M12,202112209474569199,21B,21B-31-02410-21565,1552838,ORG,ORGANIZATION,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2021-11-07 00:00:00,0.20,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2021-12-30 03:52:01.986,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4122120211386231300,CAMBRIDGE,02238,OTHER,,2022,SB,4123020211387258095,https://docquery.fec.gov/cgi-bin/fecimg/?202112209474569199,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2022,M3,202203209494080677,21B,500793895,1575815,ORG,ORGANIZATION,,,"FACEBOOK, INC.",CA,,,,,DIGITAL ADVERTISING - NO CANDIDATES MENTIONED,,,2022-02-08 00:00:00,0.22,,,,,,,,,,,,,,,,,A,ADD,ITEMIZED DISBURSEMENTS,2022-03-26 03:51:46.698,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4032020221463746127,PALO ALTO,943041111,OTHER,,2022,SB,4032520221464305773,https://docquery.fec.gov/cgi-bin/fecimg/?202203209494080677,Other Federal Operating Expenditures,,,,,,
C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,2021,YE,202210119532136651,21B,21B-01-09244-15938,1636416,ORG,ORGANIZATION,,,AUTHORIZE.NET,UT,,,,,CREDIT CARD PROCESSING FEE,,,2021-12-20 00:00:00,0.22,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2022-10-14 09:20:44,,,,0.00,,,,,,,,,,,,Y,,U,F3X,4101220221587942032,AMERICAN FORK,840033373,OTHER,,2022,SB,4101320221588121029,https://docquery.fec.gov/cgi-bin/fecimg/?202210119532136651,Other Federal Operating Expenditures,,,,,,
